Species,Relative_Abundance
Vibrio hyugaensis,0
Vibrio coralliirubri,0
Vibrio ostreae,0
Vibrio diazotrophicus,0
Vibrio cidicii,0
Vibrio bathopelagicus,0
Vibrio kanaloae,0
Vibrio toranzoniae,0
Vibrio pomeroyi,0
Vibrio celticus,0
Vibrio atlanticus,0
Photobacterium leiognathi,0
Photobacterium sp. DA100,0
Photobacterium sp. GJ3,0
Photobacterium sp. CCB-ST2H9,0
Photobacterium sp. TLY01,0
Photobacterium sp. GSS17,0
Photobacterium sp. TY1-4,0
Photobacterium damselae,0
Photobacterium swingsii,0
Photobacterium profundum,0
Photobacterium sanguinicancri,0
Photobacterium toruni,0
Photobacterium ganghwense,0
Photobacterium phosphoreum,0
Photobacterium atrarenae,0
Aliivibrio fischeri,0
Aliivibrio salmonicida,0
Salinivibrio kushneri,0
Salinivibrio sp. YCSC6,0
Salinivibrio proteolyticus,0
Grimontia sp. NTOU-MAR1,0
Grimontia hollisae,0
Grimontia kaedaensis,0
Thaumasiovibrio subtropicus,0
Paraphotobacterium marinum,0
Candidatus Enterovibrio luxaltus,0
Halomonas sp. DN3,0
Halomonas sp. CKK8,0
Halomonas sp. 1513,0
Halomonas sp. MCCC 1A13316,0
Halomonas sp. BM-2019,0
Halomonas sp. YLGW01,0
Halomonas sp. 3H,0
Halomonas sp. PAMB 3264,0
Halomonas sp. Y3,0
Halomonas sp. THAF5a,0
Halomonas sp. A40-4,0
Halomonas sp. JS92-SW72,0
Halomonas sp. GD1P12,0
Halomonas sp. M4R1S46,0
Halomonas sp. GT,0
Halomonas sp. NyZ770,0
Halomonas sp. THAF12,0
Halomonas sp. SH5A2,0
Halomonas sp. 7T,0
Halomonas sp. TD01,0
Halomonas sp. BDJS001,0
Halomonas sp. LR3S48,0
Halomonas sp. 18071143,0
Halomonas sp. I5-271120,0
Halomonas sp. HAL1,0
Halomonas sp. KO116,0
Halomonas sp. HL-93,0
Halomonas sp. PGE1,0
Halomonas sp. R57-5,0
Halomonas sp. KG2,0
Halomonas sp. hl-4,0
Halomonas sp. SS10-MC5,0
Halomonas sp. M1,0
Halomonas sp. A3H3,0
Halomonas sp. HG01,0
Halomonas sp. ZZQ-149,0
Halomonas sp. XH26,0
Halomonas sp. N3-2A,0
Halomonas sp. PAMB 3232,0
Halomonas sp. A020,0
Halomonas sp. MS1,0
Halomonas sp. PA16-9,0
Halomonas sp. 40,0
Halomonas sp. FeN2,0
Halomonas huangheensis,0
Halomonas sulfidivorans,0
Halomonas qaidamensis,0
Halomonas meridiana,0
Halomonas elongata,0
Halomonas binhaiensis,0
Halomonas piscis,0
Halomonas aestuarii,0
Halomonas beimenensis,0
Halomonas chromatireducens,0
Halomonas alkaliantarctica,0
Halomonas alkalicola,0
Halomonas halophila,0
Halomonas hydrothermalis,0
Cobetia sp. L2A1,0
Cobetia sp. ICG0124,0
Cobetia sp. cqz5-12,0
Cobetia sp. 4B,0
Cobetia sp. AM6,0
Cobetia sp. D5,0
Cobetia marina,0
Cobetia pacifica,0
Cobetia amphilecti,0
Salinicola sp. LHM,0
Salinicola sp. JS01,0
Salinicola lusitanus,0
Salinicola tamaricis,0
Salinicola endophyticus,0
Zymobacter palmae,0
Candidatus Portiera aleyrodidarum,0
Candidatus Carsonella ruddii,0
Kushneria phosphatilytica,0
Kushneria konosiri,0
Kushneria marisflavi,0
Halotalea alkalilenta,0
Vreelandella subglaciescola,0
Vreelandella venusta,0
Vreelandella piezotolerans,0
Vreelandella profundi,0
Vreelandella neptunia,0
Vreelandella titanicae,0
Vreelandella alkaliphila,0
Billgrantia tianxiuensis,0
Billgrantia sulfidoxydans,0
Chromohalobacter salexigens,0
Chromohalobacter canadensis,0
Pistricoccus aurantiacus,0
Marinomonas sp. A3A,0
Marinomonas sp. GJ51-6,0
Marinomonas sp. FW-1,0
Marinomonas sp. CT5,0
Marinomonas posidonica,0
Marinomonas primoryensis,0
Marinomonas algicola,0
Marinomonas foliarum,0
Marinomonas rhizomae,0
Marinomonas arctica,0
Marinomonas mediterranea,0
Marinomonas profundi,0
Marinomonas pontica,0
Marinobacterium rhizophilum,0
Marinobacterium aestuarii,0
Marinobacterium sediminicola,0
Marinobacterium iners,0
Marinobacterium sp. LSUCC0821,0
Aliamphritea hakodatensis,0
Aliamphritea ceti,0
Aliamphritea spongicola,0
uncultured Amphritea sp.,0
Amphritea japonica,0
Amphritea atlantica,0
Thalassolituus oleivorans,0
Thalassolituus sp. C2-1,0
Thalassolituus hydrocarboniclasticus,0
Neptunomonas japonica,0
Neptunomonas phycophila,0
Neptunomonas concharum,0
Venatoribacter cucullus,0
Nitrincola iocasae,0
Bacterioplanes sanyensis,0
Neptuniibacter halophilus,0
Bacterioplanoides sp. SCSIO 12839,0
Bermanella marisrubri,0
Endozoicomonas sp. GU-1,0
Endozoicomonas sp. 4G,0
Endozoicomonas sp. SCSIO W0465,0
Endozoicomonas sp. 8E,0
Endozoicomonas euniceicola,0
Endozoicomonas montiporae,0
Endozoicomonas gorgoniicola,0
Alcanivorax sp.,0
Alcanivorax sp. NBRC 101098,0
Alcanivorax borkumensis,0
Alloalcanivorax xenomutans,0
Alloalcanivorax dieselolei,0
Isoalcanivorax pacificus,0
Hahella sp. HNIBRBA332,0
Hahella sp. KA22,0
Hahella chejuensis,0
Gynuella sunshinyii,0
Saccharospirillum mangrovi,0
Reinekea forsetii,0
Pleionea sp. HL-JVS1,0
Oleiphilus messinensis,0
Spartinivicinus ruber,0
Litorivicinus lipolyticus,0
Acinetobacter pittii,0
Acinetobacter baumannii,0
Acinetobacter calcoaceticus,0
Acinetobacter seifertii,0
Acinetobacter lactucae,0
Acinetobacter nosocomialis,0
Acinetobacter sp. 10FS3-1,0
Acinetobacter sp. WCHA45,0
Acinetobacter sp. ACNIH1,0
Acinetobacter sp. KS-LM10,0
Acinetobacter sp. NCu2D-2,0
Acinetobacter sp. KCTC 92772,0
Acinetobacter sp. WCHAc010034,0
Acinetobacter sp. AS23,0
Acinetobacter sp. LoGeW2-3,0
Acinetobacter sp. TGL-Y2,0
Acinetobacter sp. WCHAc010052,0
Acinetobacter sp. TAC-1,0
Acinetobacter sp. WCHA55,0
Acinetobacter sp. C32I,0
Acinetobacter sp. ACNIH2,0
Acinetobacter sp. YH16056_T,0
Acinetobacter sp. TTH0-4,0
Acinetobacter sp. YH16040_T,0
Acinetobacter sp. Z1,0
Acinetobacter sp. NEB149,0
Acinetobacter sp. YH12138,0
Acinetobacter sp. GSS19,0
Acinetobacter sp. SCLZS86,0
Acinetobacter sp. SWBY1,0
Acinetobacter sp. C16S1,0
Acinetobacter sp. NyZ410,0
Acinetobacter sp. Marseille-Q1620,0
Acinetobacter sp. CS-2,0
Acinetobacter sp. AHP123,0
Acinetobacter sp. XS-4,0
Acinetobacter sp. Tol 5,0
Acinetobacter sp. ASP199,0
Acinetobacter sp. YH12068_T,0
Acinetobacter sp. SK-43,0
Acinetobacter sp. 8_A20231192,0
Acinetobacter sp. PK01,0
Acinetobacter sp. SH20PTE14,0
Acinetobacter sp. F9,0
Acinetobacter sp. ESL0695,0
Acinetobacter sp. LUNF3,0
Acinetobacter sp. NEB 394,0
Acinetobacter sp. WY4,0
Acinetobacter sp. TR11,0
Acinetobacter sp. ANC 7201,0
Acinetobacter sp. A7.4,0
Acinetobacter sp. AOR07_HL,0
Acinetobacter sp. MYb10,0
Acinetobacter indicus,0
Acinetobacter johnsonii,0
Acinetobacter soli,0
Acinetobacter baylyi,0
Acinetobacter wuhouensis,0
Acinetobacter haemolyticus,0
Acinetobacter bereziniae,0
Acinetobacter guillouiae,0
Acinetobacter schindleri,0
Acinetobacter proteolyticus,0
Acinetobacter bouvetii,0
Acinetobacter defluvii,0
Acinetobacter vivianii,0
Acinetobacter shaoyimingii,0
Acinetobacter equi,0
Acinetobacter radioresistens,0
Acinetobacter variabilis,0
Acinetobacter ursingii,0
Acinetobacter piscicola,0
Acinetobacter venetianus,0
Acinetobacter wanghuae,0
Acinetobacter junii,0
Acinetobacter towneri,0
Acinetobacter chinensis,0
Acinetobacter colistiniresistens,0
Acinetobacter lwoffii,0
Acinetobacter cumulans,0
Acinetobacter oleivorans,0
Acinetobacter dispersus,0
Acinetobacter larvae,0
Acinetobacter pseudolwoffii,0
Acinetobacter tibetensis,0
Acinetobacter lanii,0
Acinetobacter septicus,0
Psychrobacter sp. WB2,0
Psychrobacter sp. DAB_AL62B,0
Psychrobacter sp. M13,0
Psychrobacter sp. van23A,0
Psychrobacter sp. DAB_AL43B,0
Psychrobacter sp. YP14,0
Psychrobacter sp. LV10R520-6,0
Psychrobacter sp. 28M-43,0
Psychrobacter sp. WY6,0
Psychrobacter sp.,0
Psychrobacter sp. KH172YL61,0
Psychrobacter sp. P11F6,0
Psychrobacter sp. KCTC 72983,0
Psychrobacter sp. P2G3,0
Psychrobacter sp. P11G3,0
Psychrobacter sp. P11G5,0
Psychrobacter sp. AntiMn-1,0
Psychrobacter sp. SC65A.3,0
Psychrobacter sp. G,0
Psychrobacter sanguinis,0
Psychrobacter arenosus,0
Psychrobacter arcticus,0
Psychrobacter raelei,0
Psychrobacter urativorans,0
Moraxella bovoculi,0
Moraxella osloensis,0
Moraxella nonliquefaciens,0
Moraxella sp. ZY210820,0
Moraxella sp. FZFQ2102,0
Moraxella sp. DOX410,0
Moraxella lincolnii,0
Moraxella bovis,0
Moraxella nasovis,0
Moraxella haemolytica,0
Moraxella canis,0
Moraxella catarrhalis,0
Moraxella ovis,0
Moraxella cuniculi,0
Moraxella nasibovis,0
Moraxella nasicaprae,0
Aquirhabdus parva,0
Aeromonas veronii,0
Aeromonas sp. CU5,0
Aeromonas sp. 1805,0
Aeromonas sp. FDAARGOS 1415,0
Aeromonas sp. FDAARGOS 1405,0
Aeromonas sp. 2692-1,0
Aeromonas sp. FDAARGOS 1416,0
Aeromonas sp. FDAARGOS 1408,0
Aeromonas sp. CD,0
Aeromonas sp. CA23,0
Aeromonas sp. FDAARGOS 1409,0
Aeromonas sp. FDAARGOS 1402,0
Aeromonas sp. BC14,0
Aeromonas sp. FDAARGOS 1406,0
Aeromonas sp. FDAARGOS 1414,0
Aeromonas sp. FDAARGOS 1404,0
Aeromonas sp. ASNIH3,0
Aeromonas sp. XH,0
Aeromonas sp. FDAARGOS 1417,0
Aeromonas sp. FDAARGOS 1403,0
Aeromonas sp. WP2-W18-CRE-05,0
Aeromonas hydrophila,0
Aeromonas salmonicida,0
Aeromonas jandaei,0
Aeromonas dhakensis,0
Aeromonas encheleia,0
Aeromonas enteropelogenes,0
Aeromonas media,0
Aeromonas caviae,0
Aeromonas schubertii,0
Aeromonas simiae,0
Aeromonas rivipollensis,0
Aeromonas allosaccharophila,0
Aeromonas rivuli,0
Aeromonas bestiarum,0
Aeromonas popoffii,0
uncultured Tolumonas sp.,0
Tolumonas auensis,0
Oceanimonas sp. AH20CE76,0
Oceanimonas sp. GK1,0
Oceanimonas pelagia,0
Dongshaea marina,0
Zobellella denitrificans,0
Oceanisphaera avium,0
Oceanisphaera sp. IT1-181,0
Oceanisphaera profunda,0
Succinivibrio dextrinosolvens,0
Haemophilus parainfluenzae,0
Haemophilus haemolyticus,0
Haemophilus influenzae,0
Haemophilus sp. oral taxon 036,0
[Haemophilus] ducreyi,0
Haemophilus parahaemolyticus,0
Haemophilus pittmaniae,0
Actinobacillus delphinicola,0
Actinobacillus equuli,0
Actinobacillus genomosp. 1,0
Actinobacillus porcitonsillarum,0
Actinobacillus suis,0
Actinobacillus arthritidis,0
Actinobacillus pleuropneumoniae,0
Actinobacillus indolicus,0
Actinobacillus lignieresii,0
Actinobacillus genomosp. 2,0
Aggregatibacter actinomycetemcomitans,0
Aggregatibacter sp. oral taxon 513,0
Aggregatibacter sp. Marseille-P9115,0
Aggregatibacter sp. 2125159857,0
Aggregatibacter aphrophilus,0
Aggregatibacter segnis,0
Mannheimia varigena,0
Mannheimia granulomatis,0
Mannheimia sp. ZY171111,0
Mannheimia sp. USDA-ARS-USMARC-1261,0
Mannheimia bovis,0
Mannheimia haemolytica,0
Mannheimia pernigra,0
Avibacterium paragallinarum,0
Avibacterium volantium,0
Avibacterium sp. 20-132,0
Avibacterium sp. 21-595,0
Pasteurella canis,0
Pasteurella multocida,0
Pasteurella dagmatis,0
Pasteurella atlantica,0
Pasteurella skyensis,0
Gallibacterium anatis,0
Gallibacterium salpingitidis,0
Rodentibacter haemolyticus,0
Rodentibacter caecimuris,0
Glaesserella parasuis,0
Glaesserella sp. 15-184,0
[Mannheimia] succiniciproducens,0
Basfia succiniciproducens,0
Vespertiliibacter pulmonis,0
Bibersteinia trehalosi,0
Histophilus somni,0
Frederiksenia canicola,0
Bisgaardia hudsonensis,0
Otariodibacter oris,0
Mergibacter septicus,0
Thiorhodovibrio frisius,0
Thiorhodovibrio litoralis,0
Thiorhodovibrio winogradskyi,0
Nitrosococcus watsonii,0
Nitrosococcus halophilus,0
Nitrosococcus oceani,0
Nitrosococcus wardiae,0
Candidatus Thiodictyon syntrophicum,0
Allochromatium tepidum,0
Allochromatium vinosum,0
Thiocapsa bogorovii,0
Thiocapsa sp.,0
Rheinheimera sp. D18,0
Rheinheimera sp. MMS21-TC3,0
Rheinheimera sp. MM224,0
Rheinheimera sp. F8,0
Rheinheimera mangrovi,0
Thiocystis violascens,0
Marichromatium purpuratum,0
Thioflavicoccus mobilis,0
Candidatus Nitrosacidococcus sp. I8,0
Candidatus Nitrosacidococcus tergens,0
Caldichromatium japonicum,0
Thermochromatium tepidum,0
Candidatus Nitrosoglobus terrae,0
Acidihalobacter ferrooxydans,0
Acidihalobacter yilgarnensis,0
Acidihalobacter aeolianus,0
Spiribacter halobius,0
Spiribacter sp. 2438,0
Spiribacter salinus,0
Spiribacter curvatus,0
Thioalkalivibrio versutus,0
Thioalkalivibrio sulfidiphilus,0
Thioalkalivibrio sp. K90mix,0
Thioalkalivibrio nitratireducens,0
Thioalkalivibrio paradoxus,0
Halorhodospira halophila,0
Halorhodospira halochloris,0
Alkalilimnicola ehrlichii,0
Ectothiorhodospira sp. BSL-9,0
Ectothiorhodospira haloalkaliphila,0
Aquisalimonas sp. 2447,0
Ectothiorhodosinus mongolicus,0
Sedimenticola thiotaurini,0
Sedimenticola selenatireducens,0
Candidatus Endoriftia persephone,0
Thiosocius teredinicola,0
Candidatus Thiodiazotropha sp. CDECU1,0
Thiolapillus brandeum,0
Granulosicoccus antarcticus,0
Sulfuriflexus mobilis,0
Guyparkeria halophila,0
Halothiobacillus diazotrophicus,0
Halothiobacillus neapolitanus,0
Wenzhouxiangella marina,0
Wenzhouxiangella sp. AB-CW3,0
Microbulbifer sp. MI-G,0
Microbulbifer sp. MLAF003,0
Microbulbifer sp. YPW1,0
Microbulbifer sp. THAF38,0
Microbulbifer sp. ALW1,0
Microbulbifer sp. GL-2,0
Microbulbifer sp. SH-1,0
Microbulbifer sp. YPW16,0
Microbulbifer sp. A4B17,0
Microbulbifer sp. VAAF005,0
Microbulbifer hydrolyticus,0
Microbulbifer aggregans,0
Microbulbifer elongatus,0
Microbulbifer bruguierae,0
Microbulbifer agarilyticus,0
Microbulbifer pacificus,0
Microbulbifer thermotolerans,0
Microbulbifer variabilis,0
Microbulbifer celer,0
Teredinibacter turnerae,0
Teredinibacter sp. KSP-S5-2,0
Teredinibacter haidensis,0
Teredinibacter purpureus,0
Cellvibrio sp. KY-GH-1,0
Cellvibrio sp. PSBB006,0
Cellvibrio sp. PSBB023,0
Cellvibrio sp. QJXJ,0
Cellvibrio sp. KY-YJ-3,0
Cellvibrio japonicus,0
Marinimicrobium sp. C6131,0
Simiduia sp. 21SJ11W-1,0
Simiduia agarivorans,0
Gilvimarinus sp. DA14,0
Saccharophagus degradans,0
Marinagarivorans cellulosilyticus,0
Agarilytica rhodophyticola,0
Aequoribacter fuscus,0
Kineobactrum salinum,0
Halioglobus maricola,0
Halioglobus japonicus,0
Candidatus Paraluminiphilus aquimaris,0
Congregibacter litoralis,0
Spongiibacter nanhainus,0
Spongiibacter taiwanensis,0
Spongiibacter sp. IMCC21906,0
Oceanicoccus sagamiensis,0
Zhongshania aliphaticivorans,0
Thiomicrorhabdus sp.,0
Thiomicrorhabdus lithotrophica,0
Thiomicrorhabdus immobilis,0
Thiomicrorhabdus indica,0
Thiomicrorhabdus xiamenensis,0
Thiomicrorhabdus sediminis,0
Thiomicrorhabdus aquaedulcis,0
Thiomicrospira cyclica,0
Thiomicrospira aerophila,0
Thiomicrospira microaerophila,0
Thiomicrospira sp. R3,0
Thiomicrospira sp. S5,0
Methylophaga thalassica,0
Methylophaga nitratireducenticrescens,0
Methylophaga pinxianii,0
Methylophaga frappieri,0
uncultured Methylophaga sp.,0
Methylophaga marina,0
Hydrogenovibrio marinus,0
Hydrogenovibrio thermophilus,0
Hydrogenovibrio crunogenus,0
Thiosulfativibrio zosterae,0
Cycloclasticus sp. PY97N,0
Cycloclasticus sp. P1,0
Cycloclasticus zancles,0
Piscirickettsia salmonis,0
Thiosulfatimonas sediminis,0
Francisella sp. LA112445,0
Francisella sp. FSC1006,0
Francisella sp. Scap27,0
Francisella tularensis,0
Francisella philomiragia,0
Francisella salimarina,0
Francisella marina,0
Francisella persica,0
Francisella adeliensis,0
Francisella frigiditurris,0
Francisella halioticida,0
Francisella hispaniensis,0
Francisella orientalis,0
Francisella uliginis,0
Francisella noatunensis,0
Francisella salina,0
Allofrancisella inopinata,0
Allofrancisella guangzhouensis,0
Allofrancisella frigidaquae,0
Thiothrix lacustris,0
Candidatus Thiothrix anitrata,0
Thiothrix subterranea,0
Thiothrix winogradskyi,0
Thiothrix unzii,0
Thiothrix fructosivorans,0
Thiothrix litoralis,0
Beggiatoa leptomitoformis,0
Cysteiniphilum sp. QT6929,0
Methylomonas sp. LW13,0
Methylomonas sp. EFPC3,0
Methylomonas sp. UP202,0
Methylomonas sp. LL1,0
Methylomonas sp. EFPC1,0
Methylomonas sp. DH-1,0
Methylomonas denitrificans,0
Methylomonas koyamae,0
Methylomonas rapida,0
Methylomonas paludis,0
Methylomonas montana,0
Methylomonas methanica,0
Methylomonas rhizoryzae,0
Methylococcus capsulatus,0
Methylococcus sp. Mc7,0
Methylococcus sp. EFPC2,0
Methylococcus geothermalis,0
Methylococcus mesophilus,0
Methylobacter sp. YRD-M1,0
Methylobacter sp. S3L5C,0
Methylocaldum szegediense,0
Methylocaldum marinum,0
Methylotuvimicrobium buryatense,0
Methylotuvimicrobium sp. KM2,0
Methylotuvimicrobium alcaliphilum,0
Methylovulum psychrotolerans,0
Methylomagnum ishizawai,0
Methylogaea oryzae,0
Candidatus Methylospira mobilis,0
Methylomicrobium album,0
Methylomarinovum tepidoasis,0
Methylomarinovum caldicuralii,0
Legionella pneumophila,0
Legionella waltersii,0
Legionella hackeliae,0
Legionella israelensis,0
Legionella sainthelensi,0
Legionella lansingensis,0
Legionella jordanis,0
Legionella spiritensis,0
Legionella fallonii,0
Legionella lytica,0
Legionella sp. MW5194,0
Legionella sp. PC997,0
Legionella sp. PC1000,0
Legionella geestiana,0
Legionella micdadei,0
Legionella cardiaca,0
Legionella oakridgensis,0
Legionella adelaidensis,0
Legionella antarctica,0
Legionella anisa,0
Legionella cherrii,0
Legionella longbeachae,0
Candidatus Legionella polyplacis,0
Legionella clemsonensis,0
Fluoribacter dumoffii,0
Rickettsiella endosymbiont of Rhagonycha lignosa,0
Rickettsiella endosymbiont of Dermanyssus gallinae,0
Rickettsiella endosymbiont of Aleochara curtula,0
Rickettsiella endosymbiont of Miltochrista miniata,0
Rickettsiella endosymbiont of Xylota segnis,0
Candidatus Rickettsiella viridis,0
Coxiella burnetii,0
Coxiella endosymbiont of Amblyomma nuttalli,0
Coxiella endosymbiont of Dermacentor marginatus,0
Coxiella endosymbiont of Amblyomma americanum,0
Candidatus Coxiella mudrowiae,0
Coxiella-like endosymbiont,0
Aquicella lusitana,0
Aquicella siphonis,0
Gilliamella apicola,0
Gilliamella sp. wkB7,0
Gilliamella sp. ESL0441,0
Gilliamella sp. ESL0405,0
Gilliamella sp. ESL0443,0
Gilliamella sp. B3022,0
Gilliamella apis,0
Zophobihabitans entericus,0
Frischella perrara,0
Cardiobacterium hominis,0
Cardiobacterium sp. Marseille-Q4385,0
Dichelobacter nodosus,0
Suttonella sp. R2A3,0
Wohlfahrtiimonas chitiniclastica,0
Ignatzschineria larvae,0
Ignatzschineria rhizosphaerae,0
Candidatus Vondammii sp. HM_W22,0
Bathymodiolus thermophilus thioautotrophic gill symbiont,0
Bathymodiolus septemdierum thioautotrophic gill symbiont,0
Candidatus Ruthia endofausta,0
Candidatus Ruthturnera calyptogenae,0
Candidatus Vesicomyosocius okutanii,0
Candidatus Vesicomyosocius sp. SY067_SCS001,0
Candidatus Steffania adelgidicola,0
Celerinatantimonas diazotrophica,0
Candidatus Thioglobus sp. NP1,0
Candidatus Thioglobus autotrophicus,0
Candidatus Reidiella endopervernicosa,0
Candidatus Palibaumannia cicadellinicola,0
Candidatus Pseudothioglobus singularis,0
endosymbiont of Pachyrhynchus infernalis,0
Candidatus Nardonella dryophthoridicola,0
endosymbiont of Sipalinus gigas,0
Candidatus Azoamicus ciliaticola,0
Sinimarinibacterium sp. NLF-5-8,0
Solimonas sp. K1W22B-7,0
Flagellatimonas centrodinii,0
Thiohalobacter thiocyanaticus,0
Thiohalobacter sp. IOR34,0
Thiohalobacter sp. COW1,0
Sulfurivermis fontis,0
Acidiferrobacter thiooxydans,0
Acidiferrobacter sp. SPIII_3,0
Sulfurifustis variabilis,0
Sulfuricaulis limicola,0
Steroidobacter denitrificans,0
Kangiella aquimarina,0
Kangiella sediminilitoris,0
Kangiella koreensis,0
Kangiella geojedonensis,0
Kangiella profundi,0
endosymbiont of unidentified scaly snail isolate Monju,0
Abyssogena phaseoliformis symbiont,0
Isorropodon fossajaponicum symbiont,0
endosymbiont of Euscepes postfasciatus,0
Immundisolibacter cernigliae,0
Salinisphaera sp. LB1,0
Woeseia oceani,0
Candidatus Comchoanobacter bicostacola,0
Bradyrhizobium sp. B097,6e-4
Bradyrhizobium sp. B124,6e-4
Bradyrhizobium sp. CCBAU 53421,5e-4
Bradyrhizobium sp. 41S5,3e-4
Bradyrhizobium sp. SK17,2e-4
Bradyrhizobium sp. CCBAU 51753,1e-4
Bradyrhizobium sp. 6(2017),1e-4
Bradyrhizobium sp. BTAi1,1e-4
Bradyrhizobium genosp. L,1e-4
Bradyrhizobium sp. Ash2021,0
Bradyrhizobium sp. CB82,0
Bradyrhizobium sp. 170,0
Bradyrhizobium sp. NP1,0
Bradyrhizobium sp. 26S5,0
Bradyrhizobium sp. sBnM-33,0
Bradyrhizobium sp. 200,0
Bradyrhizobium sp. 27S5,0
Bradyrhizobium sp. 2S1,0
Bradyrhizobium sp. ORS 285,0
Bradyrhizobium sp. CCBAU 051011,0
Bradyrhizobium sp. BEA-2-5,0
Bradyrhizobium sp. BWA-3-5,0
Bradyrhizobium sp. 186,0
Bradyrhizobium sp. WD16,0
Bradyrhizobium sp. CB3481,0
Bradyrhizobium sp. CB1015,0
Bradyrhizobium sp. ORS 278,0
Bradyrhizobium sp. CB1650,0
Bradyrhizobium sp. 195,0
Bradyrhizobium sp. 1(2017),0
Bradyrhizobium sp. CIAT3101,0
Bradyrhizobium sp. CCBAU 53340,0
Bradyrhizobium sp. CB1717,0
Bradyrhizobium sp. 191,0
Bradyrhizobium sp. NDS-1,0
Bradyrhizobium sp. CCBAU 53351,0
Bradyrhizobium sp. I71,0
Bradyrhizobium sp. C-145,0
Bradyrhizobium sp. CCGE-LA001,0
Bradyrhizobium sp. CB2312,0
Bradyrhizobium sp. 4,0
Bradyrhizobium sp. CCBAU 51765,0
Bradyrhizobium sp. 62B,0
Bradyrhizobium sp.,0
Bradyrhizobium sp. NC92,0
Bradyrhizobium sp. B117,0
Bradyrhizobium sp. CCBAU 53338,0
Bradyrhizobium sp. UASWS1016,0
Bradyrhizobium sp. WSM471,0
Bradyrhizobium sp. 40,0
Bradyrhizobium sp. LCT2,0
Bradyrhizobium sp. BWC-3-1,0
Bradyrhizobium sp. SEMIA,0
Bradyrhizobium sp. 192,0
Bradyrhizobium sp. WU425,0
Bradyrhizobium sp. CCGUVB23,0
Bradyrhizobium sp. 187,0
Bradyrhizobium sp. 172,0
Bradyrhizobium sp. CCGUVB1N3,0
Bradyrhizobium sp. TM102,0
Bradyrhizobium sp. 131,0
Bradyrhizobium sp. CW1,0
Bradyrhizobium sp. ISRA464,0
Bradyrhizobium sp. CCBAU 21365,0
Bradyrhizobium sp. 155,0
Bradyrhizobium sp. B024,0
Bradyrhizobium sp. ISRA463,0
Bradyrhizobium sp. ISRA426,0
Bradyrhizobium sp. WBAH41,0
Bradyrhizobium quebecense,3e-4
Bradyrhizobium elkanii,1e-4
Bradyrhizobium brasilense,1e-4
Bradyrhizobium erythrophlei,1e-4
Bradyrhizobium septentrionale,0
Bradyrhizobium diazoefficiens,0
Bradyrhizobium sediminis,0
Bradyrhizobium arachidis,0
Bradyrhizobium prioritasuperba,0
Bradyrhizobium canariense,0
Bradyrhizobium pachyrhizi,0
Bradyrhizobium lablabi,0
Bradyrhizobium roseus,0
Bradyrhizobium japonicum,0
Bradyrhizobium icense,0
Bradyrhizobium xenonodulans,0
Bradyrhizobium paxllaeri,0
Bradyrhizobium barranii,0
Bradyrhizobium oligotrophicum,0
Bradyrhizobium ontarionense,0
Bradyrhizobium betae,0
Bradyrhizobium guangxiense,0
Bradyrhizobium guangzhouense,0
Bradyrhizobium cosmicum,0
Bradyrhizobium guangdongense,0
Bradyrhizobium symbiodeficiens,0
Bradyrhizobium commune,0
Bradyrhizobium vignae,0
Bradyrhizobium huanghuaihaiense,0
Bradyrhizobium ottawaense,0
Bradyrhizobium yuanmingense,0
Bradyrhizobium daqingense,0
Bradyrhizobium amphicarpaeae,0
Bradyrhizobium zhanjiangense,0
Rhodopseudomonas palustris,0
Rhodopseudomonas sp. BAL398,0
Rhodopseudomonas sp. P2A-2r,0
Rhodopseudomonas boonkerdii,0
[Pseudomonas] carboxydohydrogena,0
Afipia carboxidovorans,0
Afipia sp. GAS231,0
Afipia sp. NBIMC_P1-C1,0
Tardiphaga sp. 37S4,0
Tardiphaga sp. 42S5,0
Tardiphaga sp. 709,0
Tardiphaga sp. vice154,0
Tardiphaga sp. vice352,0
Tardiphaga sp. vice278,0
Tardiphaga sp. vice304,0
Tardiphaga alba,0
Tardiphaga robiniae,0
Nitrobacter hamburgensis,0
Nitrobacter sp. NHB1,0
Nitrobacter winogradskyi,0
Variibacter gotjawalensis,0
Mesorhizobium terrae,0.001
Mesorhizobium sp. Pch-S,0
Mesorhizobium sp. PAMC28654,0
Mesorhizobium sp. B2-8-5,0
Mesorhizobium sp. 8,0
Mesorhizobium sp. NZP2298,0
Mesorhizobium sp. J8,0
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1,0
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1,0
Mesorhizobium sp. DCY119,0
Mesorhizobium sp. B1-1-8,0
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1,0
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2,0
Mesorhizobium sp. 131-2-1,0
Mesorhizobium sp. AR10,0
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1,0
