"","Kingdom","Phylum","Class","Order","Family","Genus","Species","sa1"
"59195","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Rickettsiella","s__",39
"3077937","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Rickettsiella","s__endosymbiont of Rhagonycha lignosa",208
"2856608","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Rickettsiella","s__endosymbiont of Dermanyssus gallinae",146
"3077936","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Rickettsiella","s__endosymbiont of Aleochara curtula",47
"3066239","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Rickettsiella","s__endosymbiont of Miltochrista miniata",45
"3066238","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Rickettsiella","s__endosymbiont of Xylota segnis",4
"676208","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Rickettsiella","s__Candidatus Rickettsiella viridis",50
"777","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Coxiella","s__burnetii",210
"2749996","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Coxiella","s__endosymbiont of Amblyomma nuttalli",134
"1656159","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Coxiella","s__endosymbiont of Dermacentor marginatus",35
"325775","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Coxiella","s__endosymbiont of Amblyomma americanum",1
"2054173","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Coxiella","s__Candidatus Coxiella mudrowiae",7
"1592897","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Coxiella","s__like endosymbiont",339
"254246","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Aquicella","s__lusitana",84
"254247","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__Aquicella","s__siphonis",67
"1240483","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Orbales","f__Orbaceae","g__","s__",9
"1193503","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Orbales","f__Orbaceae","g__Gilliamella","s__",112
"1196095","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Orbales","f__Orbaceae","g__Gilliamella","s__apicola",2801
"3120264","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Orbales","f__Orbaceae","g__Gilliamella","s__sp. wkB7",120
"2704654","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Orbales","f__Orbaceae","g__Gilliamella","s__sp. ESL0441",95
"2704653","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Orbales","f__Orbaceae","g__Gilliamella","s__sp. ESL0405",33
"2704655","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Orbales","f__Orbaceae","g__Gilliamella","s__sp. ESL0443",32
"2817969","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Orbales","f__Orbaceae","g__Gilliamella","s__sp. B3022",6
"1970738","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Orbales","f__Orbaceae","g__Gilliamella","s__apis",112
"1635327","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Orbales","f__Orbaceae","g__Zophobihabitans","s__entericus",496
"1267021","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Orbales","f__Orbaceae","g__Frischella","s__perrara",34
"2717","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Cardiobacteriaceae","g__Cardiobacterium","s__",17
"2718","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Cardiobacteriaceae","g__Cardiobacterium","s__hominis",320
"2866573","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Cardiobacteriaceae","g__Cardiobacterium","s__sp. Marseille-Q4385",147
"870","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Cardiobacteriaceae","g__Dichelobacter","s__nodosus",304
"2908648","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Cardiobacteriaceae","g__Suttonella","s__sp. R2A3",113
"400946","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Ignatzschineriaceae","g__Wohlfahrtiimonas","s__chitiniclastica",190
"112008","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Ignatzschineriaceae","g__Ignatzschineria","s__",5
"112009","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Ignatzschineriaceae","g__Ignatzschineria","s__larvae",98
"2923279","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Ignatzschineriaceae","g__Ignatzschineria","s__rhizosphaerae",28
"2687299","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Ignatzschineriaceae","g__Candidatus Vondammii","s__sp. HM_W22",230
"2360","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Ignatzschineriaceae","g__Candidatus Vondammii","s__Bathymodiolus thermophilus thioautotrophic gill symbiont",47
"113267","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Ignatzschineriaceae","g__Candidatus Vondammii","s__Bathymodiolus septemdierum thioautotrophic gill symbiont",47
"2738852","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Ignatzschineriaceae","g__Candidatus Ruthturnera","s__Candidatus Ruthia endofausta",17
"386487","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Ignatzschineriaceae","g__Candidatus Ruthturnera","s__calyptogenae",12
"412965","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Ignatzschineriaceae","g__Candidatus Vesicomyosocius","s__okutanii",5
"2732590","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Ignatzschineriaceae","g__Candidatus Vesicomyosocius","s__sp. SY067_SCS001",1
"1076626","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Ignatzschineriaceae","g__Candidatus Steffania","s__adelgidicola",108
"412034","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Celerinatantimonadaceae","g__Celerinatantimonas","s__diazotrophica",102
"2508687","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Celerinatantimonadaceae","g__Candidatus Thioglobus","s__sp. NP1",70
"1705394","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Celerinatantimonadaceae","g__Candidatus Thioglobus","s__autotrophicus",23
"2738883","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Celerinatantimonadaceae","g__Candidatus Reidiella","s__endopervernicosa",77
"186490","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Celerinatantimonadaceae","g__Candidatus Palibaumannia","s__cicadellinicola",71
"1427364","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Celerinatantimonadaceae","g__Candidatus Pseudothioglobus","s__singularis",38
"1971488","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Celerinatantimonadaceae","g__Candidatus Nardonella","s__endosymbiont of Pachyrhynchus infernalis",7
"1971485","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Celerinatantimonadaceae","g__Candidatus Nardonella","s__dryophthoridicola",2
"1972134","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Celerinatantimonadaceae","g__Candidatus Nardonella","s__endosymbiont of Sipalinus gigas",1
"2652803","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Candidatus Azoamicaceae","g__Candidatus Azoamicus","s__ciliaticola",7
"568386","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Nevskiales","f__Nevskiaceae","g__","s__",19
"2698684","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Nevskiales","f__Nevskiaceae","g__Sinimarinibacterium","s__sp. NLF-5-8",395
"2303331","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Nevskiales","f__Nevskiaceae","g__Solimonas","s__sp. K1W22B-7",279
"2806210","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Nevskiales","f__Nevskiaceae","g__Flagellatimonas","s__centrodinii",82
"1273155","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Thiohalobacterales","f__Thiohalobacteraceae","g__Thiohalobacter","s__",160
"585455","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Thiohalobacterales","f__Thiohalobacteraceae","g__Thiohalobacter","s__thiocyanaticus",169
"3057176","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Thiohalobacterales","f__Thiohalobacteraceae","g__Thiohalobacter","s__sp. IOR34",129
"2795687","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Thiohalobacterales","f__Thiohalobacteraceae","g__Thiohalobacter","s__sp. COW1",4
"1972068","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Thiohalomonadales","f__Thiohalomonadaceae","g__Sulfurivermis","s__fontis",415
"986106","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Acidiferrobacterales","f__Acidiferrobacteraceae","g__Acidiferrobacter","s__",67
"163359","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Acidiferrobacterales","f__Acidiferrobacteraceae","g__Acidiferrobacter","s__thiooxydans",61
"1281578","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Acidiferrobacterales","f__Acidiferrobacteraceae","g__Acidiferrobacter","s__sp. SPIII_3",45
"1675686","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Acidiferrobacterales","f__Acidiferrobacteraceae","g__Sulfurifustis","s__variabilis",131
"1620215","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Acidiferrobacterales","f__Acidiferrobacteraceae","g__Sulfuricaulis","s__limicola",107
"465721","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__Steroidobacter","s__denitrificans",262
"261965","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Kangiellales","f__Kangiellaceae","g__Kangiella","s__aquimarina",119
"1144748","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Kangiellales","f__Kangiellaceae","g__Kangiella","s__sediminilitoris",81
"261964","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Kangiellales","f__Kangiellaceae","g__Kangiella","s__koreensis",22
"914150","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Kangiellales","f__Kangiellaceae","g__Kangiella","s__geojedonensis",17
"1561924","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Kangiellales","f__Kangiellaceae","g__Kangiella","s__profundi",10
"1248727","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Kangiellales","f__Kangiellaceae","g__Kangiella","s__endosymbiont of unidentified scaly snail isolate Monju",83
"596095","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Kangiellales","f__Kangiellaceae","g__Kangiella","s__Abyssogena phaseoliformis symbiont",51
"883811","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Kangiellales","f__Kangiellaceae","g__Kangiella","s__Isorropodon fossajaponicum symbiont",48
"650377","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Kangiellales","f__Kangiellaceae","g__Kangiella","s__endosymbiont of Euscepes postfasciatus",6
"1810504","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Immundisolibacterales","f__Immundisolibacteraceae","g__Immundisolibacter","s__cernigliae",116
"2183911","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Salinisphaerales","f__Salinisphaeraceae","g__Salinisphaera","s__sp. LB1",95
"1548547","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Woeseiales","f__Woeseiaceae","g__Woeseia","s__oceani",74
"2919598","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Candidatus Comchoanobacterales","f__Candidatus Comchoanobacteraceae","g__Candidatus Comchoanobacter","s__bicostacola",3
"356","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__","g__","s__",12186
"41294","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__","s__",2208
"374","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__",21084
"3140244","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. B097",37477
"3140245","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. B124",36084
"1325120","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. CCBAU 53421",29706
"1404443","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. 41S5",19484
"2057741","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. SK17",10208
"1325100","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. CCBAU 51753",4885
"1197460","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. 6(2017)",4855
"288000","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. BTAi1",3920
"83637","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__genosp. L",3741
"2954771","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. Ash2021",1613
"3039159","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. CB82",1511
"2782641","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. 170",1322
"3049772","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. NP1",1301
"3139729","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. 26S5",1147
"2831780","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. sBnM-33",1099
"2782665","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. 200",1079
"3139728","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. 27S5",1068
"1404429","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. 2S1",1041
"115808","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. ORS 285",964
"858422","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. CCBAU 051011",961
"3080015","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. BEA-2-5",940
"3080013","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. BWA-3-5",885
"2782654","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. 186",760
"1521768","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. WD16",745
"3039158","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. CB3481",734
"2976822","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. CB1015",703
"114615","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. ORS 278",697
"3039153","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. CB1650",671
"2782662","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. 195",652
"1404888","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. 1(2017)",649
"439387","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. CIAT3101",628
"1325112","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. CCBAU 53340",491
"3039154","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. CB1717",462
"2782659","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. 191",352
"3080014","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. NDS-1",346
"1325114","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. CCBAU 53351",312
"2590772","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Bradyrhizobium","s__sp. I71",307
